,W1,W2,W3,Epsilon,l
tcycle80_Ddrez_12,0.093984,0.898276,0.007741,20.052772,20.127447
tcycle80_Ddrez_12_dual,0.093984,0.898276,0.007741,20.052772,20.127447
tcycle80_Ddrez_13,0.090089,0.904712,0.005199,20.028565,20.078857
tcycle80_Ddrez_13_dual,0.090089,0.904712,0.005199,20.028565,20.078857
tcycle80_Ddrez_14,0.094379,0.898051,0.00757,20.050976,20.124017
tcycle80_Ddrez_14_dual,0.094379,0.898051,0.00757,20.050976,20.124017
tcycle80_Ddrez_15,0.076563,0.915539,0.007898,20.058767,20.134866
tcycle80_Ddrez_15_dual,0.076563,0.915539,0.007898,20.058767,20.134866
tcycle80_Ddrez_16,0.088214,0.901745,0.010042,20.077108,20.173757
tcycle80_Ddrez_16_dual,0.088214,0.901745,0.010042,20.077108,20.173757
tcycle80_Ddrez_17,0.065838,0.926644,0.007518,20.057729,20.130145
tcycle80_Ddrez_17_dual,0.065838,0.926644,0.007518,20.057729,20.130145
tcycle80_Ddrez_18,0.06601,0.928532,0.005458,20.037245,20.089926
tcycle80_Ddrez_18_dual,0.06601,0.928532,0.005458,20.037245,20.089926
tcycle80_Ddrez_19,0.069216,0.921713,0.009072,20.072306,20.159595
tcycle80_Ddrez_19_dual,0.069216,0.921713,0.009072,20.072306,20.159595
tcycle80_Ddrez_1_dual,0.161738,0.830151,0.008111,20.03921,20.117722
tcycle80_Ddrez_2,0.171414,0.818996,0.00959,20.051427,20.14416
tcycle80_Ddrez_20,0.071718,0.9191,0.009182,20.072761,20.161112
tcycle80_Ddrez_20_dual,0.071718,0.9191,0.009182,20.072761,20.161112
tcycle80_Ddrez_21,0.062724,0.928702,0.008574,20.069009,20.151506
tcycle80_Ddrez_21_dual,0.062724,0.928702,0.008574,20.069009,20.151506
tcycle80_Ddrez_22,0.060345,0.931184,0.008471,20.068597,20.150103
tcycle80_Ddrez_22_dual,0.060345,0.931184,0.008471,20.068597,20.150103
tcycle80_Ddrez_23,0.060964,0.930786,0.008249,20.066232,20.145618
tcycle80_Ddrez_23_dual,0.060964,0.930786,0.008249,20.066232,20.145618
tcycle80_Ddrez_24,0.062066,0.929056,0.008878,20.072199,20.157596
tcycle80_Ddrez_24_dual,0.062066,0.929056,0.008878,20.072199,20.157596
tcycle80_Ddrez_25,0.057523,0.933286,0.009191,20.076477,20.164848
tcycle80_Ddrez_25_dual,0.057523,0.933286,0.009191,20.076477,20.164848
tcycle80_Ddrez_26,0.060088,0.92883,0.011083,20.09466,20.201094
tcycle80_Ddrez_26_dual,0.060088,0.92883,0.011083,20.09466,20.201094
tcycle80_Ddrez_27,0.047972,0.944718,0.00731,20.060207,20.130545
tcycle80_Ddrez_27_dual,0.047972,0.944718,0.00731,20.060207,20.130545
tcycle80_Ddrez_28,0.0565,0.935382,0.008118,20.066061,20.144166
tcycle80_Ddrez_28_dual,0.0565,0.935382,0.008118,20.066061,20.144166
tcycle80_Ddrez_29,0.047939,0.943699,0.008362,20.070678,20.151082
tcycle80_Ddrez_29_dual,0.047939,0.943699,0.008362,20.070678,20.151082
tcycle80_Ddrez_2_dual,0.171414,0.818996,0.00959,20.051427,20.14416
tcycle80_Ddrez_3,0.165967,0.825288,0.008745,20.044424,20.129035
tcycle80_Ddrez_30,0.047808,0.940675,0.011518,20.102133,20.21264
tcycle80_Ddrez_30_dual,0.047808,0.940675,0.011518,20.102133,20.21264
tcycle80_Ddrez_3_dual,0.165967,0.825288,0.008745,20.044424,20.129035
tcycle80_Ddrez_4,0.144508,0.845274,0.010218,20.064507,20.163118
tcycle80_Ddrez_4_dual,0.144508,0.845274,0.010218,20.064507,20.163118
tcycle80_Ddrez_5,0.127153,0.866636,0.00621,20.029167,20.08931
tcycle80_Ddrez_5_dual,0.127153,0.866636,0.00621,20.029167,20.08931
tcycle80_Ddrez_6,0.115252,0.876787,0.007961,20.04955,20.126432
tcycle80_Ddrez_6_dual,0.115252,0.876787,0.007961,20.04955,20.126432
tcycle80_Ddrez_7,0.110211,0.880578,0.009211,20.063241,20.15206
tcycle80_Ddrez_7_dual,0.110211,0.880578,0.009211,20.063241,20.15206
tcycle80_Ddrez_8,0.139316,0.850046,0.010638,20.070007,20.17261
tcycle80_Ddrez_8_dual,0.139316,0.850046,0.010638,20.070007,20.17261
tcycle80_Ddrez_9,0.099401,0.894978,0.005622,20.030385,20.08477
tcycle80_Ddrez_9_dual,0.099401,0.894978,0.005622,20.030385,20.08477
tcycle81_Dhyper_1,0.004319,0.979382,0.016299,20.413176,20.570827
tcycle81_Dhyper_10,0.002948,0.983051,0.014001,20.390204,20.525778
tcycle81_Dhyper_10_dual,0.002948,0.983051,0.014001,20.390204,20.525778
tcycle81_Dhyper_11,0.002366,0.988483,0.009151,20.341311,20.43015
tcycle81_Dhyper_11_dual,0.002366,0.988483,0.009151,20.341311,20.43015
tcycle81_Dhyper_12,0.002577,0.985232,0.012192,20.371975,20.49014
tcycle81_Dhyper_12_dual,0.002577,0.985232,0.012192,20.371975,20.49014
tcycle81_Dhyper_13,0.002368,0.986999,0.010633,20.356273,20.459418
tcycle81_Dhyper_13_dual,0.002368,0.986999,0.010633,20.356273,20.459418
tcycle81_Dhyper_14,0.002636,0.983527,0.013837,20.388628,20.522629
tcycle81_Dhyper_14_dual,0.002636,0.983527,0.013837,20.388628,20.522629
tcycle81_Dhyper_15,0.002256,0.987803,0.009942,20.349314,20.445782
tcycle81_Dhyper_15_dual,0.002256,0.987803,0.009942,20.349314,20.445782
tcycle81_Dhyper_16,0.002364,0.983897,0.013739,20.387702,20.520758
tcycle81_Dhyper_16_dual,0.002364,0.983897,0.013739,20.387702,20.520758
tcycle81_Dhyper_17,0.001977,0.986431,0.011592,20.366061,20.478443
tcycle81_Dhyper_17_dual,0.001977,0.986431,0.011592,20.366061,20.478443
tcycle81_Dhyper_18,0.002047,0.983807,0.014146,20.391906,20.528869
tcycle81_Dhyper_18_dual,0.002047,0.983807,0.014146,20.391906,20.528869
tcycle81_Dhyper_19,0.0021,0.987563,0.010338,20.353353,20.453643
tcycle81_Dhyper_19_dual,0.0021,0.987563,0.010338,20.353353,20.453643
tcycle81_Dhyper_1_dual,0.004319,0.979382,0.016299,20.413176,20.570827
tcycle81_Dhyper_2,0.003785,0.977865,0.01835,20.434169,20.611458
tcycle81_Dhyper_20,0.002021,0.984696,0.013283,20.383169,20.511837
tcycle81_Dhyper_20_dual,0.002021,0.984696,0.013283,20.383169,20.511837
tcycle81_Dhyper_21,0.002009,0.985422,0.012568,20.375933,20.497721
tcycle81_Dhyper_21_dual,0.002009,0.985422,0.012568,20.375933,20.497721
tcycle81_Dhyper_22,0.001783,0.986818,0.011399,20.364164,20.47469
tcycle81_Dhyper_22_dual,0.001783,0.986818,0.011399,20.364164,20.47469
tcycle81_Dhyper_23,0.001893,0.981588,0.016519,20.416033,20.575773
tcycle81_Dhyper_23_dual,0.001893,0.981588,0.016519,20.416033,20.575773
tcycle81_Dhyper_24,0.002117,0.984605,0.013278,20.383095,20.511716
tcycle81_Dhyper_24_dual,0.002117,0.984605,0.013278,20.383095,20.511716
tcycle81_Dhyper_25,0.001845,0.984911,0.013244,20.382815,20.511101
tcycle81_Dhyper_25_dual,0.001845,0.984911,0.013244,20.382815,20.511101
tcycle81_Dhyper_26,0.002064,0.982619,0.015317,20.403787,20.552004
tcycle81_Dhyper_26_dual,0.002064,0.982619,0.015317,20.403787,20.552004
tcycle81_Dhyper_27,0.001881,0.982758,0.015361,20.40428,20.552916
tcycle81_Dhyper_27_dual,0.001881,0.982758,0.015361,20.40428,20.552916
tcycle81_Dhyper_28,0.001683,0.985194,0.013123,20.381634,20.50876
tcycle81_Dhyper_28_dual,0.001683,0.985194,0.013123,20.381634,20.50876
tcycle81_Dhyper_29,0.001729,0.985723,0.012548,20.375801,20.497394
tcycle81_Dhyper_29_dual,0.001729,0.985723,0.012548,20.375801,20.497394
tcycle81_Dhyper_2_dual,0.003785,0.977865,0.01835,20.434169,20.611458
tcycle81_Dhyper_3,0.003573,0.982961,0.013465,20.384618,20.515049
tcycle81_Dhyper_30,0.001768,0.984106,0.014126,20.391776,20.528546
tcycle81_Dhyper_30_dual,0.001768,0.984106,0.014126,20.391776,20.528546
tcycle81_Dhyper_3_dual,0.003573,0.982961,0.013465,20.384618,20.515049
tcycle81_Dhyper_4,0.003678,0.984844,0.011478,20.364473,20.475768
tcycle81_Dhyper_4_dual,0.003678,0.984844,0.011478,20.364473,20.475768
tcycle81_Dhyper_5,0.003751,0.977258,0.018991,20.440709,20.624132
tcycle81_Dhyper_5_dual,0.003751,0.977258,0.018991,20.440709,20.624132
tcycle81_Dhyper_6,0.003282,0.981482,0.015235,20.402642,20.55008
tcycle81_Dhyper_6_dual,0.003282,0.981482,0.015235,20.402642,20.55008
tcycle81_Dhyper_7,0.003216,0.983236,0.013548,20.385543,20.516762
tcycle81_Dhyper_7_dual,0.003216,0.983236,0.013548,20.385543,20.516762
tcycle81_Dhyper_8,0.00314,0.98394,0.012921,20.379212,20.504401
tcycle81_Dhyper_8_dual,0.00314,0.98394,0.012921,20.379212,20.504401
tcycle81_Dhyper_9,0.00269,0.985049,0.012261,20.372653,20.491492
tcycle81_Dhyper_9_dual,0.00269,0.985049,0.012261,20.372653,20.491492
term105_1,0.0,0.999616,0.000384,26.254999,26.2599
term105_10,0.0,0.999755,0.000245,26.253185,26.256309
term105_10_dual,0.0,0.999755,0.000245,26.253185,26.256309
term105_1_dual,0.0,0.999616,0.000384,26.254999,26.2599
term105_2,0.0,0.999703,0.000297,26.253859,26.257644
term105_2_dual,0.0,0.999703,0.000297,26.253859,26.257644
term105_3,0.0,0.999797,0.000203,26.252645,26.255238
term105_3_dual,0.0,0.999797,0.000203,26.252645,26.255238
term105_4,0.0,0.999806,0.000194,26.252519,26.254989
term105_4_dual,0.0,0.999806,0.000194,26.252519,26.254989
term105_5,0.0,0.999782,0.000218,26.252828,26.255602
term105_5_dual,0.0,0.999782,0.000218,26.252828,26.255602
term105_6,0.0,0.999749,0.000251,26.253268,26.256473
term105_6_dual,0.0,0.999749,0.000251,26.253268,26.256473
term105_7,0.0,0.999761,0.000239,26.253111,26.256163
term105_7_dual,0.0,0.999761,0.000239,26.253111,26.256163
term105_8,0.0,0.999803,0.000197,26.252566,26.255082
term105_8_dual,0.0,0.999803,0.000197,26.252566,26.255082
term105_9,0.0,0.999774,0.000226,26.252944,26.255831
term105_9_dual,0.0,0.999774,0.000226,26.252944,26.255831
term125_1,0.0,0.999855,0.000145,31.252245,31.254455
term125_10,0.0,0.999849,0.000151,31.252348,31.254658
term125_10_dual,0.0,0.999849,0.000151,31.252348,31.254658
term125_1_dual,0.0,0.999855,0.000145,31.252245,31.254455
term125_2,0.0,0.999874,0.000126,31.251958,31.253884
term125_2_dual,0.0,0.999874,0.000126,31.251958,31.253884
term125_3,0.0,0.999867,0.000133,31.252067,31.254101
term125_3_dual,0.0,0.999867,0.000133,31.252067,31.254101
term125_4,0.0,0.999851,0.000149,31.252311,31.254584
term125_4_dual,0.0,0.999851,0.000149,31.252311,31.254584
term125_5,0.0,0.99989,0.00011,31.251702,31.253376
term125_5_dual,0.0,0.99989,0.00011,31.251702,31.253376
term125_6,0.0,0.999862,0.000138,31.252139,31.254243
term125_6_dual,0.0,0.999862,0.000138,31.252139,31.254243
term125_7,0.0,0.999905,9.5e-05,31.251465,31.252906
term125_7_dual,0.0,0.999905,9.5e-05,31.251465,31.252906
term125_8,0.0,0.999888,0.000112,31.25174,31.253451
term125_8_dual,0.0,0.999888,0.000112,31.25174,31.253451
term125_9,0.0,0.999859,0.000141,31.252179,31.254322
term125_9_dual,0.0,0.999859,0.000141,31.252179,31.254322
term45_1,0.0,0.999543,0.000457,11.252514,11.254916
term45_10,0.0,0.999851,0.000149,11.250821,11.251606
term45_10_dual,0.0,0.999851,0.000149,11.250821,11.251606
term45_1_dual,0.0,0.999543,0.000457,11.252514,11.254916
term45_2,0.0,0.999646,0.000354,11.251944,11.253801
term45_2_dual,0.0,0.999646,0.000354,11.251944,11.253801
term45_3,0.0,0.999712,0.000288,11.251585,11.253098
term45_3_dual,0.0,0.999712,0.000288,11.251585,11.253098
term45_4,0.0,0.999759,0.000241,11.251325,11.252591
term45_4_dual,0.0,0.999759,0.000241,11.251325,11.252591
term45_5,0.0,0.999555,0.000445,11.252449,11.254788
term45_5_dual,0.0,0.999555,0.000445,11.252449,11.254788
term45_6,0.0,0.99943,0.00057,11.253134,11.256127
term45_6_dual,0.0,0.99943,0.00057,11.253134,11.256127
term45_7,0.0,0.999813,0.000187,11.251029,11.252012
term45_7_dual,0.0,0.999813,0.000187,11.251029,11.252012
term45_8,0.0,0.99958,0.00042,11.252308,11.254512
term45_8_dual,0.0,0.99958,0.00042,11.252308,11.254512
term45_9,0.0,0.999785,0.000215,11.251185,11.252317
term45_9_dual,0.0,0.999785,0.000215,11.251185,11.252317
term75_1,0.0,0.999749,0.000251,18.752317,18.754572
term75_10,0.0,0.999843,0.000157,18.751448,18.752857
term75_10_dual,0.0,0.999843,0.000157,18.751448,18.752857
term75_1_dual,0.0,0.999749,0.000251,18.752317,18.754572
term75_2,0.0,0.999782,0.000218,18.752013,18.753972
term75_2_dual,0.0,0.999782,0.000218,18.752013,18.753972
term75_3,0.0,0.999828,0.000172,18.751588,18.753134
term75_3_dual,0.0,0.999828,0.000172,18.751588,18.753134
term75_4,0.0,0.999843,0.000157,18.751452,18.752865
term75_4_dual,0.0,0.999843,0.000157,18.751452,18.752865
term75_5,0.0,0.999786,0.000214,18.751981,18.753908
term75_5_dual,0.0,0.999786,0.000214,18.751981,18.753908
term75_6,0.0,0.99969,0.00031,18.75287,18.755662
term75_6_dual,0.0,0.99969,0.00031,18.75287,18.755662
term75_7,0.0,0.999838,0.000162,18.751495,18.75295
term75_7_dual,0.0,0.999838,0.000162,18.751495,18.75295
term75_8,0.0,0.999833,0.000167,18.751548,18.753054
term75_8_dual,0.0,0.999833,0.000167,18.751548,18.753054
term75_9,0.0,0.999905,9.5e-05,18.750883,18.751743
term75_9_dual,0.0,0.999905,9.5e-05,18.750883,18.751743
tho150,0.0,0.819614,0.180386,41.190132,44.174288
tho150_dual,0.0,0.819614,0.180386,41.190132,44.174288
tho30,0.0,0.794504,0.205496,8.325977,8.938469
tho30_dual,0.0,0.794504,0.205496,8.325977,8.938469
tho40,0.0,0.733524,0.266476,11.491894,12.531518
tho40_dual,0.0,0.733524,0.266476,11.491894,12.531518
treeflow80_Ddrez_1,0.015949,0.97436,0.009691,20.092071,20.184993
treeflow80_Ddrez_10,0.009529,0.983504,0.006967,20.066599,20.133479
treeflow80_Ddrez_10_dual,0.009529,0.983504,0.006967,20.066599,20.133479
treeflow80_Ddrez_11,0.009766,0.982042,0.008192,20.078717,20.157298
treeflow80_Ddrez_11_dual,0.009766,0.982042,0.008192,20.078717,20.157298
treeflow80_Ddrez_12,0.007772,0.984125,0.008103,20.078345,20.156071
treeflow80_Ddrez_12_dual,0.007772,0.984125,0.008103,20.078345,20.156071
treeflow80_Ddrez_13,0.010941,0.978409,0.01065,20.102905,20.204932
treeflow80_Ddrez_13_dual,0.010941,0.978409,0.01065,20.102905,20.204932
treeflow80_Ddrez_14,0.008195,0.98548,0.006325,20.060559,20.121292
treeflow80_Ddrez_14_dual,0.008195,0.98548,0.006325,20.060559,20.121292
treeflow80_Ddrez_15,0.009981,0.972819,0.017199,20.168699,20.332889
treeflow80_Ddrez_15_dual,0.009981,0.972819,0.017199,20.168699,20.332889
treeflow80_Ddrez_16,0.011306,0.978452,0.010242,20.098746,20.196892
treeflow80_Ddrez_16_dual,0.011306,0.978452,0.010242,20.098746,20.196892
treeflow80_Ddrez_17,0.006398,0.988427,0.005174,20.049592,20.099301
treeflow80_Ddrez_17_dual,0.006398,0.988427,0.005174,20.049592,20.099301
treeflow80_Ddrez_18,0.007274,0.986633,0.006093,20.058491,20.117002
treeflow80_Ddrez_18_dual,0.007274,0.986633,0.006093,20.058491,20.117002
treeflow80_Ddrez_19,0.007993,0.982743,0.009265,20.089855,20.178668
treeflow80_Ddrez_19_dual,0.007993,0.982743,0.009265,20.089855,20.178668
treeflow80_Ddrez_1_dual,0.015949,0.97436,0.009691,20.092071,20.184993
treeflow80_Ddrez_2,0.015271,0.971491,0.013238,20.127652,20.254332
treeflow80_Ddrez_20,0.007543,0.982713,0.009745,20.094749,20.188132
treeflow80_Ddrez_20_dual,0.007543,0.982713,0.009745,20.094749,20.188132
treeflow80_Ddrez_21,0.007681,0.983354,0.008965,20.086948,20.172899
treeflow80_Ddrez_21_dual,0.007681,0.983354,0.008965,20.086948,20.172899
treeflow80_Ddrez_22,0.005791,0.985737,0.008472,20.082517,20.16375
treeflow80_Ddrez_22_dual,0.005791,0.985737,0.008472,20.082517,20.16375
treeflow80_Ddrez_23,0.00635,0.983068,0.010582,20.103403,20.204759
treeflow80_Ddrez_23_dual,0.00635,0.983068,0.010582,20.103403,20.204759
treeflow80_Ddrez_24,0.006805,0.979863,0.013332,20.130764,20.258282
treeflow80_Ddrez_24_dual,0.006805,0.979863,0.013332,20.130764,20.258282
treeflow80_Ddrez_25,0.006872,0.983868,0.00926,20.090092,20.178851
treeflow80_Ddrez_25_dual,0.006872,0.983868,0.00926,20.090092,20.178851
treeflow80_Ddrez_26,0.011902,0.97262,0.015478,20.150936,20.29884
treeflow80_Ddrez_26_dual,0.011902,0.97262,0.015478,20.150936,20.29884
treeflow80_Ddrez_27,0.008266,0.980215,0.011518,20.112259,20.222541
treeflow80_Ddrez_27_dual,0.008266,0.980215,0.011518,20.112259,20.222541
treeflow80_Ddrez_28,0.00695,0.980438,0.012612,20.123519,20.24419
treeflow80_Ddrez_28_dual,0.00695,0.980438,0.012612,20.123519,20.24419
treeflow80_Ddrez_29,0.005565,0.983899,0.010536,20.103146,20.204059
treeflow80_Ddrez_29_dual,0.005565,0.983899,0.010536,20.103146,20.204059
treeflow80_Ddrez_2_dual,0.015271,0.971491,0.013238,20.127652,20.254332
treeflow80_Ddrez_3,0.013538,0.973218,0.013244,20.128156,20.254882
treeflow80_Ddrez_30,0.00635,0.984709,0.008941,20.087045,20.172757
treeflow80_Ddrez_30_dual,0.00635,0.984709,0.008941,20.087045,20.172757
treeflow80_Ddrez_3_dual,0.013538,0.973218,0.013244,20.128156,20.254882
treeflow80_Ddrez_4,0.016995,0.952602,0.030403,20.300321,20.588609
treeflow80_Ddrez_4_dual,0.016995,0.952602,0.030403,20.300321,20.588609
treeflow80_Ddrez_5,0.01455,0.968492,0.016957,20.165093,20.327028
treeflow80_Ddrez_5_dual,0.01455,0.968492,0.016957,20.165093,20.327028
treeflow80_Ddrez_6,0.010247,0.981866,0.007886,20.075555,20.151222
treeflow80_Ddrez_6_dual,0.010247,0.981866,0.007886,20.075555,20.151222
treeflow80_Ddrez_7,0.012613,0.962275,0.025112,20.247779,20.486528
treeflow80_Ddrez_7_dual,0.012613,0.962275,0.025112,20.247779,20.486528
treeflow80_Ddrez_8,0.008878,0.983512,0.00761,20.073159,20.146183
treeflow80_Ddrez_8_dual,0.008878,0.983512,0.00761,20.073159,20.146183
treeflow80_Ddrez_9,0.011237,0.979416,0.009347,20.089841,20.179453
treeflow80_Ddrez_9_dual,0.011237,0.979416,0.009347,20.089841,20.179453
treeflow81_Dhyper_1,0.00018,0.992191,0.007629,20.326525,20.400636
treeflow81_Dhyper_10,0.000142,0.987422,0.012437,20.375079,20.495588
treeflow81_Dhyper_10_dual,0.000142,0.987422,0.012437,20.375079,20.495588
treeflow81_Dhyper_11,0.000119,0.992345,0.007536,20.325594,20.398797
treeflow81_Dhyper_11_dual,0.000119,0.992345,0.007536,20.325594,20.398797
treeflow81_Dhyper_12,0.000136,0.989141,0.010723,20.357746,20.461739
treeflow81_Dhyper_12_dual,0.000136,0.989141,0.010723,20.357746,20.461739
treeflow81_Dhyper_13,0.000108,0.988511,0.011381,20.364405,20.474743
treeflow81_Dhyper_13_dual,0.000108,0.988511,0.011381,20.364405,20.474743
treeflow81_Dhyper_14,0.000137,0.988333,0.01153,20.365905,20.47768
treeflow81_Dhyper_14_dual,0.000137,0.988333,0.01153,20.365905,20.47768
treeflow81_Dhyper_15,0.000132,0.987637,0.012231,20.373004,20.491536
treeflow81_Dhyper_15_dual,0.000132,0.987637,0.012231,20.373004,20.491536
treeflow81_Dhyper_16,0.000116,0.988489,0.011395,20.364551,20.47503
treeflow81_Dhyper_16_dual,0.000116,0.988489,0.011395,20.364551,20.47503
treeflow81_Dhyper_17,0.000106,0.991233,0.008661,20.336945,20.421036
treeflow81_Dhyper_17_dual,0.000106,0.991233,0.008661,20.336945,20.421036
treeflow81_Dhyper_18,8.6e-05,0.987807,0.012107,20.371757,20.489091
treeflow81_Dhyper_18_dual,8.6e-05,0.987807,0.012107,20.371757,20.489091
treeflow81_Dhyper_19,0.000117,0.987091,0.012792,20.378683,20.502612
treeflow81_Dhyper_19_dual,0.000117,0.987091,0.012792,20.378683,20.502612
treeflow81_Dhyper_1_dual,0.00018,0.992191,0.007629,20.326525,20.400636
treeflow81_Dhyper_2,0.000174,0.990813,0.009013,20.340474,20.427963
treeflow81_Dhyper_20,8.6e-05,0.988989,0.010925,20.359803,20.465747
treeflow81_Dhyper_20_dual,8.6e-05,0.988989,0.010925,20.359803,20.465747
treeflow81_Dhyper_21,0.000109,0.990099,0.009791,20.348347,20.443354
treeflow81_Dhyper_21_dual,0.000109,0.990099,0.009791,20.348347,20.443354
treeflow81_Dhyper_22,9.6e-05,0.991153,0.008751,20.337847,20.4228
treeflow81_Dhyper_22_dual,9.6e-05,0.991153,0.008751,20.337847,20.4228
treeflow81_Dhyper_23,9.6e-05,0.98896,0.010944,20.359995,20.466124
treeflow81_Dhyper_23_dual,9.6e-05,0.98896,0.010944,20.359995,20.466124
treeflow81_Dhyper_24,8.7e-05,0.991652,0.008262,20.332921,20.413147
treeflow81_Dhyper_24_dual,8.7e-05,0.991652,0.008262,20.332921,20.413147
treeflow81_Dhyper_25,8.2e-05,0.990013,0.009905,20.349505,20.445613
treeflow81_Dhyper_25_dual,8.2e-05,0.990013,0.009905,20.349505,20.445613
treeflow81_Dhyper_26,8.9e-05,0.98919,0.01072,20.357736,20.461707
treeflow81_Dhyper_26_dual,8.9e-05,0.98919,0.01072,20.357736,20.461707
treeflow81_Dhyper_27,0.000123,0.986903,0.012975,20.38053,20.506217
treeflow81_Dhyper_27_dual,0.000123,0.986903,0.012975,20.38053,20.506217
treeflow81_Dhyper_28,8.9e-05,0.987741,0.01217,20.372393,20.490333
treeflow81_Dhyper_28_dual,8.9e-05,0.987741,0.01217,20.372393,20.490333
treeflow81_Dhyper_29,8.7e-05,0.988837,0.011076,20.36133,20.46873
treeflow81_Dhyper_29_dual,8.7e-05,0.988837,0.011076,20.36133,20.46873
treeflow81_Dhyper_2_dual,0.000174,0.990813,0.009013,20.340474,20.427963
treeflow81_Dhyper_3,0.000176,0.987924,0.0119,20.36964,20.484981
treeflow81_Dhyper_30,6.9e-05,0.990786,0.009144,20.341825,20.430581
treeflow81_Dhyper_30_dual,6.9e-05,0.990786,0.009144,20.341825,20.430581
treeflow81_Dhyper_3_dual,0.000176,0.987924,0.0119,20.36964,20.484981
treeflow81_Dhyper_4,0.000161,0.985525,0.014314,20.394096,20.532663
treeflow81_Dhyper_4_dual,0.000161,0.985525,0.014314,20.394096,20.532663
treeflow81_Dhyper_5,0.000129,0.989671,0.0102,20.352465,20.451413
treeflow81_Dhyper_5_dual,0.000129,0.989671,0.0102,20.352465,20.451413
treeflow81_Dhyper_6,0.000146,0.989865,0.009989,20.350331,20.447244
treeflow81_Dhyper_6_dual,0.000146,0.989865,0.009989,20.350331,20.447244
treeflow81_Dhyper_7,0.000142,0.989401,0.010457,20.355057,20.456484
treeflow81_Dhyper_7_dual,0.000142,0.989401,0.010457,20.355057,20.456484
treeflow81_Dhyper_8,0.000116,0.98815,0.011734,20.367978,20.481723
treeflow81_Dhyper_8_dual,0.000116,0.98815,0.011734,20.367978,20.481723
treeflow81_Dhyper_9,0.000187,0.982353,0.01746,20.426042,20.594787
treeflow81_Dhyper_9_dual,0.000187,0.982353,0.01746,20.426042,20.594787
wil100,0.0,0.760492,0.239508,28.362175,30.867944
wil100_dual,0.0,0.760492,0.239508,28.362175,30.867944
wil50,0.0,0.803366,0.196634,13.832188,14.859612
wil50_dual,0.0,0.803366,0.196634,13.832188,14.859612
xPalu100_1,0.0,0.966691,0.033309,25.419069,25.816077
xPalu100_10,0.0,0.951181,0.048819,25.619035,26.196073
xPalu100_10_dual,0.0,0.951181,0.048819,25.619035,26.196073
xPalu100_1_dual,0.0,0.966691,0.033309,25.419069,25.816077
xPalu100_2,0.0,0.977887,0.022113,25.276652,25.541776
xPalu100_2_dual,0.0,0.977887,0.022113,25.276652,25.541776
xPalu100_3,0.0,0.961358,0.038642,25.487475,25.94674
xPalu100_3_dual,0.0,0.961358,0.038642,25.487475,25.94674
xPalu100_4,0.0,0.959181,0.040819,25.515499,26.000066
xPalu100_4_dual,0.0,0.959181,0.040819,25.515499,26.000066
xPalu100_5,0.0,0.963891,0.036109,25.454938,25.884678
xPalu100_5_dual,0.0,0.963891,0.036109,25.454938,25.884678
xPalu100_6,0.0,0.96106,0.03894,25.491302,25.954029
xPalu100_6_dual,0.0,0.96106,0.03894,25.491302,25.954029
xPalu100_7,0.0,0.960787,0.039213,25.494811,25.96071
xPalu100_7_dual,0.0,0.960787,0.039213,25.494811,25.96071
xPalu100_8,0.0,0.974504,0.025496,25.319513,25.624652
xPalu100_8_dual,0.0,0.974504,0.025496,25.319513,25.624652
xPalu100_9,0.0,0.964969,0.035031,25.44111,25.858254
xPalu100_9_dual,0.0,0.964969,0.035031,25.44111,25.858254
xPalu120_1,0.0,0.959782,0.040218,30.610375,31.186439
xPalu120_10,0.0,0.968627,0.031373,30.474015,30.925507
xPalu120_10_dual,0.0,0.968627,0.031373,30.474015,30.925507
xPalu120_1_dual,0.0,0.959782,0.040218,30.610375,31.186439
xPalu120_2,0.0,0.973648,0.026352,30.397143,30.777376
xPalu120_2_dual,0.0,0.973648,0.026352,30.397143,30.777376
xPalu120_3,0.0,0.971607,0.028393,30.428348,30.837597
xPalu120_3_dual,0.0,0.971607,0.028393,30.428348,30.837597
xPalu120_4,0.0,0.971198,0.028802,30.434607,30.849661
xPalu120_4_dual,0.0,0.971198,0.028802,30.434607,30.849661
xPalu120_5,0.0,0.978727,0.021273,30.319793,30.627567
xPalu120_5_dual,0.0,0.978727,0.021273,30.319793,30.627567
xPalu120_6,0.0,0.965139,0.034861,30.52764,31.028399
xPalu120_6_dual,0.0,0.965139,0.034861,30.52764,31.028399
xPalu120_7,0.0,0.957322,0.042678,30.648506,31.258988
xPalu120_7_dual,0.0,0.957322,0.042678,30.648506,31.258988
xPalu120_8,0.0,0.963301,0.036699,30.555977,31.082625
xPalu120_8_dual,0.0,0.963301,0.036699,30.555977,31.082625
xPalu120_9,0.0,0.969431,0.030569,30.461676,30.901779
xPalu120_9_dual,0.0,0.969431,0.030569,30.461676,30.901779
xPalu60_1,0.0,0.967337,0.032663,15.244753,15.47362
xPalu60_10,0.0,0.968596,0.031404,15.235169,15.45536
xPalu60_10_dual,0.0,0.968596,0.031404,15.235169,15.45536
xPalu60_1_dual,0.0,0.967337,0.032663,15.244753,15.47362
xPalu60_2,0.0,0.950203,0.049797,15.376361,15.72206
xPalu60_2_dual,0.0,0.950203,0.049797,15.376361,15.72206
xPalu60_3,0.0,0.924885,0.075115,15.575046,16.089169
xPalu60_3_dual,0.0,0.924885,0.075115,15.575046,16.089169
xPalu60_4,0.0,0.985069,0.014931,15.110896,15.216495
xPalu60_4_dual,0.0,0.985069,0.014931,15.110896,15.216495
