base_scenario,islands_num,migration,migration_batch,migration_freq,probCXcrossover,probMutateInverse,probMutateShift,probMutateSwap,probNothing,probOXcrossover,probPMXcrossover,release,reproduction,succession
stf60er4,2.4397128,LinearRank,0.12288962,393.64462,0.27501047,0.18165465,0.10480904,0.05159163,0.086986534,0.0667878,0.21933672,Roulette,LinearRank,Elitism
stf60er5,2.2120783,NonlinearRank,0.3580447,498.0671,0.29427806,0.121388346,0.093232125,0.17021246,0.09399003,0.08985918,0.14496176,NonlinearRank,Threshold,NoElitism
stf60es1,4.060499,Threshold,0.036633387,447.46497,0.1163607,0.08031679,0.07653842,0.17475474,0.16569343,0.08486106,0.29114023,Threshold,Threshold,NoElitism
stf60es2,8.807088,Roulette,0.08467522,52.886597,0.14154835,0.18153778,0.16362217,0.045491017,0.111335896,0.14943188,0.20844541,Tournament,Roulette,SteadyState
stf60es5,2.208765,LinearRank,0.3406441,496.46713,0.27530926,0.10368785,0.10265102,0.19329748,0.1059539,0.050033018,0.17505051,Roulette,Threshold,NoElitism
stf60mp1,2.9810407,Roulette,0.2160347,52.455463,0.24255812,0.16264494,0.107586786,0.059908986,0.08589482,0.07490362,0.26780203,Threshold,Threshold,NoElitism
stf60mp2,8.645021,Roulette,0.038371425,27.15779,0.0016588159,0.009175856,0.12785678,0.30564573,0.4021029,0.12641086,0.0087098535,Tournament,Tournament,SteadyState
stf60mp3,2.04553,Tournament,0.2362402,33.833893,0.18993685,0.16664155,0.014996106,0.1058502,0.15216008,0.06917384,0.29003122,Threshold,Threshold,NoElitism
stf60mp4,2.161342,Roulette,0.16322422,486.52124,0.19201985,0.12042452,0.0054053017,0.2363712,0.13682473,0.06657015,0.24861276,Roulette,Threshold,NoElitism
stf60mp5,2.2484002,Tournament,0.08378325,34.7429,0.35196388,0.14175232,0.06416791,0.11525887,0.030856533,0.043818224,0.25867182,NonlinearRank,Threshold,NoElitism
stf60mr1,2.9700646,Threshold,0.1671804,43.09969,0.067401424,0.17034093,0.001222381,0.17089808,0.22347009,0.24562903,0.117610216,Threshold,Threshold,NoElitism
stf60mr2,2.0829265,NonlinearRank,0.26053745,25.52549,0.23553939,0.14656192,0.095951974,0.0759923,0.062059086,0.13881974,0.24000525,Threshold,Threshold,NoElitism
stf60mr3,4.924526,NonlinearRank,0.36026904,493.63846,0.24586566,0.12323484,0.09648408,0.17355593,0.032090455,0.12526017,0.21457371,Tournament,Threshold,NoElitism
stf60mr4,3.0433369,NonlinearRank,0.09981114,366.60095,0.34177172,0.06571356,0.008139719,0.17565991,0.006039762,0.17250273,0.24234073,Threshold,Threshold,NoElitism
stf60mr5,2.1587796,LinearRank,0.38547564,82.5504,0.24347575,0.08168819,0.1820284,0.07077378,0.010349683,0.121877775,0.2834465,Threshold,Threshold,NoElitism
stf60ms1,2.1411483,Tournament,0.28929016,378.14896,0.19524705,0.062629014,0.09317691,0.1295522,0.14643696,0.00081950903,0.36515677,Roulette,Threshold,NoElitism
stf60ms2,2.9773214,NonlinearRank,0.034883045,435.1663,0.2202427,0.10638692,0.11796075,0.1630305,0.14606415,0.0118405,0.2344804,Tournament,Threshold,NoElitism
stf60ms3,2.4875414,LinearRank,0.06712308,77.24347,0.1812321,0.061265912,0.00824794,0.017331727,0.10551345,0.38447624,0.2424453,Threshold,NonlinearRank,Elitism
stf60ms4,2.1571217,Roulette,0.20486636,484.972,0.17921855,0.025497252,0.065985516,0.18674333,0.20724413,0.09843554,0.2277079,Threshold,Threshold,NoElitism
stf60ms5,2.183349,Tournament,0.111899965,490.7229,0.26160562,0.1275303,0.039592076,0.1493648,0.14267953,0.010288891,0.2707824,LinearRank,Threshold,NoElitism
stf80ep1,7.1734977,Threshold,0.054717705,101.2154,0.120904565,0.035463143,0.18965445,0.16127373,0.06169925,0.1906723,0.2554254,Tournament,Tournament,SteadyState
stf80ep2,9.803102,NonlinearRank,0.29719573,404.65152,0.16151887,0.00470788,0.12800264,0.1732287,0.028311942,0.34832674,0.16269585,NonlinearRank,Tournament,SteadyState
stf80ep3,3.322292,Threshold,0.3581558,48.547207,0.24747865,0.014524637,0.04776453,0.19954756,0.08652278,0.17989673,0.24706948,LinearRank,Threshold,NoElitism
stf80ep4,8.777367,LinearRank,0.3567852,128.48967,0.14389624,0.23997708,0.20053779,0.2704896,0.0137260305,0.105972365,0.038084142,LinearRank,Threshold,SteadyState
stf80ep5,2.1247785,Roulette,0.030620491,404.58426,0.13616927,0.0218724,0.095512845,0.18170255,0.23756303,0.049635492,0.259477,Roulette,Threshold,NoElitism
stf80er1,7.787961,NonlinearRank,0.29909277,412.7034,0.23542191,0.2280807,0.025847986,0.14375907,0.01715898,0.10441108,0.24565734,NonlinearRank,Tournament,NoElitism
stf80er2,2.1368327,Roulette,0.1886452,482.89923,0.22374912,0.1863851,0.061264757,0.03647435,0.19926614,0.073457316,0.2046449,Tournament,Threshold,NoElitism
stf80er3,2.2086773,Threshold,0.23743625,494.0489,0.3352204,0.05444811,0.065918,0.117624715,0.06676739,0.011360196,0.34588358,NonlinearRank,Threshold,NoElitism
stf80er4,2.2776675,NonlinearRank,0.3700109,119.26156,0.24286634,0.10956978,0.09663332,0.20303124,0.09771494,0.018225124,0.23831934,Tournament,Threshold,NoElitism
stf80er5,9.726548,LinearRank,0.32252628,58.730556,0.14073648,0.04837812,0.08421063,0.29884592,0.048956204,0.19386946,0.20377676,Threshold,Roulette,SteadyState
stf80es1,8.802239,Roulette,0.05251543,27.821424,0.2640638,0.18486907,0.019875728,0.1722272,0.16777161,0.08075487,0.10332177,Tournament,Tournament,NoElitism
stf80es2,8.97633,NonlinearRank,0.14092535,442.0485,0.18487318,0.22396292,0.113825925,0.22022337,0.083526924,0.07183036,0.09824557,Threshold,Tournament,SteadyState
stf80es3,9.811374,Threshold,0.075473875,27.827667,0.18018486,0.07478648,0.17300405,0.11173746,0.14886704,0.24705203,0.06621178,Threshold,Tournament,NoElitism
stf80es4,6.0040646,Roulette,0.113810636,85.99115,0.047159173,0.097066164,0.076668315,0.25319192,0.17372827,0.20185581,0.1458105,Threshold,Threshold,SteadyState
stf80es5,6.7297435,LinearRank,0.14902388,28.50315,0.14950785,0.014695583,0.1871229,0.18873394,0.12297251,0.14344196,0.19615127,Threshold,Tournament,SteadyState
stf80mp1,2.0756023,Tournament,0.21359707,414.99915,0.21325979,0.20878176,0.08096334,0.10024042,0.1594824,0.026706578,0.19038539,Tournament,Threshold,NoElitism
stf80mp2,9.86445,LinearRank,0.26652032,41.14874,0.20019352,0.13084017,0.10717458,0.28789407,0.009379387,0.15288657,0.12817498,Tournament,Tournament,SteadyState
stf80mp4,9.806404,LinearRank,0.3726555,50.25427,0.17671654,0.07232214,0.1472748,0.2305907,0.11578481,0.020818723,0.23494568,Tournament,Tournament,NoElitism
stf80mp5,9.555413,Tournament,0.31957954,64.92501,0.12265144,0.21368392,0.21848902,0.25689566,0.013885699,0.049310703,0.12150851,Tournament,Roulette,SteadyState
stf80mr1,2.94706,NonlinearRank,0.052288186,330.65414,0.22537258,0.12294324,0.068764225,0.074122414,0.17254728,0.0938088,0.20678674,Roulette,Threshold,NoElitism
stf80mr2,2.9987118,Tournament,0.13669668,31.751204,0.18392137,0.08131112,0.025437722,0.25545016,0.076344594,0.19934915,0.18279144,Threshold,Threshold,NoElitism
stf80mr3,2.0971577,LinearRank,0.13697673,440.0668,0.30324325,0.12327648,0.08961203,0.09771596,0.009530691,0.032999214,0.34672603,LinearRank,Threshold,NoElitism
stf80mr4,2.150967,Roulette,0.3519715,479.1975,0.2965943,0.04778651,0.024247847,0.18556894,0.020778332,0.09241505,0.33377817,Tournament,Threshold,NoElitism
stf80mr5,2.106024,Roulette,0.23804066,221.55522,0.22071666,0.19953398,0.056613814,0.16284764,0.01630092,0.12985006,0.22188245,Roulette,Threshold,NoElitism
stf80ms1,9.794813,Tournament,0.3838978,45.61596,0.19793177,0.119635746,0.032004487,0.21830775,0.18461543,0.052644044,0.18461336,Tournament,Tournament,SteadyState
stf80ms2,8.995119,Tournament,0.024935402,456.66913,0.2282176,0.06402772,0.21517508,0.20452794,0.07477106,0.18049909,0.042798623,Tournament,Tournament,NoElitism
stf80ms4,8.975111,LinearRank,0.35050032,27.091385,0.032411892,0.0054317922,0.3373176,0.35817036,0.0070030335,0.15194568,0.17132762,Tournament,Tournament,SteadyState
tai100a,3.145912,LinearRank,0.2566414,65.86414,0.11465852,0.017644642,0.11686617,0.3662882,0.16586325,0.23239969,0.007151979,Roulette,NonlinearRank,Elitism
tai100b,9.671809,Threshold,0.024586566,65.55988,0.17174642,0.21729058,0.07929241,0.15864213,0.19162595,0.07473305,0.08585642,Threshold,Threshold,SteadyState
tai10a,5.0382104,Threshold,0.29649886,462.82703,0.32104212,0.024084074,0.11573633,0.1588207,0.26616442,0.0011917467,0.11770032,Roulette,NonlinearRank,Elitism
tai12a,6.9137106,Tournament,0.14727479,207.5703,0.13195159,0.031662792,0.10165103,0.004556136,0.27394313,0.18733652,0.26076072,Tournament,Tournament,NoElitism
tai12b,5.041681,NonlinearRank,0.29039717,408.07028,0.21970901,0.022145675,0.13854434,0.16822168,0.026645517,0.31481108,0.1540207,LinearRank,Tournament,SteadyState
tai15a,4.095542,NonlinearRank,0.30070627,45.591362,0.25405648,0.049304068,0.17368744,0.1491805,0.22534928,0.018487755,0.1222641,NonlinearRank,Threshold,NoElitism
tai15b,9.832028,Threshold,0.2344073,416.05698,0.1760037,0.13459674,0.062259194,0.14922655,0.23126195,0.030684853,0.20292419,Threshold,Threshold,NoElitism
tai20a,3.050368,NonlinearRank,0.3513926,475.66995,0.23212345,0.20952308,0.060671262,0.05661898,0.19997919,0.000703579,0.2230004,Threshold,Threshold,NoElitism
tai20b,9.761928,Tournament,0.38269114,304.6237,0.12949038,0.24924193,0.01029104,0.17659691,0.2411372,0.08608965,0.081121325,NonlinearRank,Threshold,SteadyState
tai256c,3.2005806,LinearRank,0.1845719,28.661346,0.13296299,0.17744313,0.2454186,0.20744617,0.08207523,0.074862726,0.078785785,Tournament,Tournament,NoElitism
tai25a,9.721947,Tournament,0.13551036,438.2475,0.1916335,0.07239493,0.05480104,0.25703958,0.23412444,0.037328873,0.13378279,NonlinearRank,Tournament,NoElitism
tai25b,2.3174844,Threshold,0.08441336,445.32568,0.27423948,0.041433156,0.2185927,0.23550315,0.10150596,0.11183815,0.026592826,Roulette,NonlinearRank,Elitism
tai30a,3.218178,Threshold,0.31011045,498.7091,0.32510912,0.011519079,0.0011221097,0.26928532,0.017559785,0.06953589,0.33558458,Threshold,Threshold,NoElitism
tai30b,3.3514614,Threshold,0.07749065,497.5368,0.23468018,0.146966,0.16557802,0.12532161,0.01541238,0.079300314,0.23783174,LinearRank,Tournament,NoElitism
tai35a,6.9867525,Tournament,0.31887907,369.13492,0.17933817,0.00083762314,0.15231988,0.3553083,0.06349708,0.093363695,0.17422867,Roulette,Tournament,SteadyState
tai35b,5.020602,Tournament,0.28491735,220.8091,0.0645269,0.16039816,0.091936536,0.21417752,0.04864304,0.19094223,0.24238059,NonlinearRank,Tournament,NoElitism
tai40a,4.213721,Threshold,0.35220167,208.05444,0.07667151,0.09806209,0.07787738,0.36694777,0.04155656,0.09943549,0.24953282,NonlinearRank,NonlinearRank,Elitism
tai40b,9.799142,NonlinearRank,0.027428832,64.748436,0.21664566,0.06327991,0.063827366,0.2169123,0.08282195,0.17650881,0.18551739,Tournament,Threshold,SteadyState
tai50a,4.1716876,Tournament,0.15075777,142.00452,0.12152834,0.16622539,0.16817217,0.115016356,0.10300818,0.2143886,0.11294794,LinearRank,Tournament,NoElitism
tai50b,3.178867,Tournament,0.20890146,277.11188,0.23231913,0.15581514,0.003988911,0.05116953,0.1585636,0.24878685,0.15152167,Threshold,Threshold,NoElitism
tai60a,7.8583775,Roulette,0.1749053,457.8705,0.16353719,0.08463371,0.018660584,0.34101856,0.17358968,0.14313695,0.071257085,NonlinearRank,Tournament,NoElitism
tai60b,9.696358,Tournament,0.2680511,22.315392,0.007994828,0.01743102,0.13487335,0.33127588,0.12846513,0.08692525,0.3044859,Threshold,Roulette,SteadyState
tai64c,9.737937,Tournament,0.13205072,469.13998,0.22618106,0.06599479,0.03607744,0.27015662,0.2637416,0.016907327,0.1168485,NonlinearRank,Tournament,NoElitism
tai80a,8.786438,Threshold,0.3757419,42.492752,0.0067813266,0.035495885,0.3591095,0.31496394,0.106725916,0.07458395,0.1493779,Tournament,Tournament,NoElitism
tai80b,2.151909,LinearRank,0.2079591,66.88733,0.25824434,0.0413675,0.039005052,0.25774494,0.089990765,0.070538096,0.24785957,Tournament,Threshold,NoElitism
tcycle80_Ddrez_1,9.728359,Roulette,0.26371697,27.788742,0.0932546,0.13601398,0.13103612,0.22154053,0.091664456,0.23133431,0.09960461,Threshold,Tournament,NoElitism
tcycle80_Ddrez_10,6.061794,LinearRank,0.095657066,42.707035,0.21053374,0.1975176,0.16096573,0.16508126,0.10143704,0.10145763,0.05933858,Tournament,Tournament,NoElitism
tcycle80_Ddrez_11,7.87726,Roulette,0.38109565,76.02345,0.0670713,0.23127057,0.25058895,0.21084873,0.1288001,0.09004119,0.014094791,Threshold,Tournament,NoElitism
tcycle80_Ddrez_12,4.1256657,Threshold,0.3973615,281.61063,0.029002054,0.24636166,0.013205964,0.20535281,0.120306574,0.2510824,0.14856608,Roulette,NonlinearRank,Elitism
tcycle80_Ddrez_13,7.9240017,NonlinearRank,0.25112274,39.287422,0.021232618,0.07793672,0.17552611,0.21927701,0.22808382,0.082686715,0.18565471,Threshold,Tournament,NoElitism
tcycle80_Ddrez_14,6.060925,LinearRank,0.20660341,39.575386,0.0018796958,0.2039776,0.14883693,0.16619119,0.15116271,0.21485925,0.11114176,Threshold,Tournament,NoElitism
tcycle80_Ddrez_15,6.980276,Threshold,0.19205123,471.9624,0.2112873,0.2107096,0.2746537,0.2038543,0.044218257,0.035009198,0.046224844,Threshold,Tournament,SteadyState
tcycle80_Ddrez_16,4.2046404,Roulette,0.060025316,421.61066,0.10219323,0.20183958,0.0036076072,0.19104743,0.034634262,0.085838065,0.3747747,LinearRank,NonlinearRank,Elitism
tcycle80_Ddrez_17,8.890694,Tournament,0.37674803,29.519161,0.25641254,0.16147773,0.25612462,0.27989253,0.058665268,0.00028596423,0.019360475,Threshold,Tournament,NoElitism
tcycle80_Ddrez_18,8.767513,Tournament,0.13055421,173.38824,0.025365293,0.08473448,0.1403736,0.3833068,0.09975246,0.022920012,0.27486354,LinearRank,Tournament,NoElitism
tcycle80_Ddrez_19,9.916925,LinearRank,0.0530731,19.79963,0.19543548,0.11886235,0.17128225,0.18970443,0.0057832366,0.24667598,0.09152511,Threshold,Tournament,NoElitism
tcycle80_Ddrez_2,9.764448,LinearRank,0.10026497,25.964167,0.21051086,0.008288982,0.24122581,0.15626289,0.043415926,0.23970738,0.13225664,Tournament,Tournament,NoElitism
tcycle80_Ddrez_20,8.888977,Threshold,0.024163043,249.96422,0.050394118,0.035899766,0.02938862,0.34692836,0.046519946,0.4171169,0.06469225,Tournament,NonlinearRank,Elitism
tcycle80_Ddrez_21,5.998502,Tournament,0.24476498,90.364365,0.15049408,0.072891325,0.22095762,0.22732505,0.017076775,0.08565074,0.23965663,Tournament,Tournament,NoElitism
tcycle80_Ddrez_22,9.797609,Threshold,0.18470119,19.62272,0.1093392,0.12915406,0.0458549,0.34462595,0.1134981,0.2414765,0.027522353,Threshold,Tournament,NoElitism
tcycle80_Ddrez_23,3.213817,LinearRank,0.07602182,421.7946,0.16720349,0.1634766,0.13792083,0.15085727,0.054543115,0.19424568,0.14798793,LinearRank,Tournament,NoElitism
tcycle80_Ddrez_24,7.9351425,Threshold,0.26994708,114.96551,0.06755935,0.22127064,0.009392691,0.28503436,0.11432953,0.030846464,0.267954,Threshold,Tournament,NoElitism
tcycle80_Ddrez_25,3.2611885,Roulette,0.16497603,445.6079,0.0010142529,0.25913778,0.13631345,0.23909076,0.31022182,0.0103022475,0.019319924,Threshold,Threshold,Elitism
tcycle80_Ddrez_26,7.021406,Threshold,0.24074577,19.919476,0.2437753,0.027963225,0.14612362,0.15914582,0.07103398,0.1440032,0.21947823,Tournament,Tournament,NoElitism
tcycle80_Ddrez_27,9.86228,Threshold,0.085420705,21.481688,0.23722573,0.10428734,0.23662199,0.19806527,0.11327141,0.10880926,0.009010477,Tournament,Tournament,SteadyState
tcycle80_Ddrez_28,5.461912,Threshold,0.12055041,415.88153,0.186803,0.059311714,0.038971715,0.37951794,0.26542687,0.0064827246,0.053842284,Tournament,Tournament,NoElitism
tcycle80_Ddrez_3,8.890266,NonlinearRank,0.03835358,89.21094,0.0002627487,0.08690222,0.21110097,0.21513247,0.1874213,0.21119711,0.0786622,Threshold,Tournament,NoElitism
tcycle80_Ddrez_30,6.9048734,Tournament,0.32989147,25.622776,0.06540091,0.12538323,0.17583653,0.20412801,0.07886403,0.21088357,0.14505742,Threshold,Tournament,NoElitism
tcycle80_Ddrez_4,6.0662575,NonlinearRank,0.36996663,252.89148,0.09661882,0.14462027,0.06407412,0.3372599,0.024882564,0.13452101,0.21526468,LinearRank,NonlinearRank,Elitism
tcycle80_Ddrez_5,7.9141154,NonlinearRank,0.25909558,19.916641,0.1787906,0.0044305287,0.0065722708,0.23514643,0.22661166,0.15463896,0.19710349,Threshold,Tournament,NoElitism
tcycle80_Ddrez_6,6.039682,LinearRank,0.08603888,26.69933,0.22794688,0.11582431,0.2158899,0.24691087,0.13794623,0.039282676,0.02204238,Tournament,Tournament,SteadyState
tcycle80_Ddrez_7,7.8994584,Threshold,0.059261143,92.12964,0.06048439,0.15249187,0.28196713,0.43877926,0.057254005,0.034966063,0.030639177,NonlinearRank,NonlinearRank,Elitism
tcycle80_Ddrez_8,6.054306,NonlinearRank,0.11855112,42.08262,0.17534018,0.029516721,0.19504586,0.15514241,0.19847657,0.00024949302,0.24652286,Tournament,Tournament,NoElitism
tcycle80_Ddrez_9,6.057988,NonlinearRank,0.3870684,28.13012,0.01024859,0.07688492,0.08976791,0.29580373,0.1836944,0.22376256,0.12487605,Tournament,Tournament,NoElitism
tcycle81_Dhyper_1,2.1978636,Roulette,0.2468094,493.18536,0.33315766,0.015289929,0.013148725,0.23657763,0.016989507,0.32531613,0.06686912,Tournament,Threshold,NoElitism
tcycle81_Dhyper_10,8.858888,Threshold,0.32832503,52.168354,0.1751755,0.025033519,0.17241785,0.20804864,0.19689666,0.053616222,0.15617532,Tournament,Tournament,NoElitism
tcycle81_Dhyper_11,8.857511,NonlinearRank,0.21347867,273.21185,0.088734224,0.09405782,0.007955078,0.27036488,0.2226455,0.02816074,0.27436876,Threshold,Tournament,NoElitism
tcycle81_Dhyper_13,8.895713,LinearRank,0.032411326,69.605705,0.23815438,0.07609823,0.28469747,0.25584072,0.011415339,0.038295116,0.12905149,Threshold,Tournament,NoElitism
tcycle81_Dhyper_14,7.0632477,LinearRank,0.04270005,54.10756,0.06389507,0.033523858,0.36148426,0.4663589,0.08344318,0.035594124,0.039883062,NonlinearRank,NonlinearRank,Elitism
tcycle81_Dhyper_15,2.3573272,Tournament,0.098822035,238.43362,0.023339044,0.32468325,0.06075131,0.09207274,0.23490614,0.21289857,0.037969314,Roulette,Tournament,NoElitism
tcycle81_Dhyper_16,7.9369607,Tournament,0.10608768,364.10007,0.1278983,0.06997062,0.076047815,0.24414366,0.2277193,0.23325685,0.013890485,LinearRank,Tournament,NoElitism
tcycle81_Dhyper_17,9.653917,Tournament,0.15047377,421.87805,0.19410454,0.07225927,0.06322555,0.2656118,0.2474036,0.032652788,0.11751649,NonlinearRank,Tournament,NoElitism
tcycle81_Dhyper_18,9.060702,Threshold,0.23269139,90.179665,0.096956864,0.26002833,0.020123372,0.26569557,0.094354965,0.01053383,0.25078124,Tournament,Tournament,NoElitism
tcycle81_Dhyper_19,6.067932,Tournament,0.16840494,446.8656,0.12708896,0.20064151,0.09619908,0.19824816,0.2177062,0.030474542,0.11444131,NonlinearRank,NonlinearRank,Elitism
tcycle81_Dhyper_20,9.795073,Roulette,0.093042284,29.421673,0.10893065,0.018052896,0.09124438,0.22085598,0.22700128,0.061575383,0.24713436,Threshold,Tournament,NoElitism
tcycle81_Dhyper_22,3.1838675,Tournament,0.22014077,197.48299,0.30429178,0.22748701,0.04056013,0.27542746,0.014742418,0.026642554,0.1295694,Threshold,Tournament,NoElitism
tcycle81_Dhyper_23,2.324963,Threshold,0.14144148,474.90155,0.25734144,-0.00014190287,0.025603084,0.27189654,0.005452524,0.21896031,0.24352604,Roulette,Threshold,NoElitism
tcycle81_Dhyper_24,9.720375,Tournament,0.27282658,58.693,0.03034719,0.1488801,0.17279957,0.24181926,0.05332474,0.22276798,0.1475547,Tournament,Tournament,NoElitism
tcycle81_Dhyper_26,9.816033,Roulette,0.07915048,99.33206,0.29052013,0.15369362,0.19050825,0.21896054,0.0030176279,0.097307265,0.05397375,Tournament,Tournament,NoElitism
tcycle81_Dhyper_27,9.8926935,Tournament,0.12881677,367.80008,0.2829369,0.00067016925,0.1241627,0.29317275,0.068113685,0.14788553,0.09140276,LinearRank,NonlinearRank,Elitism
tcycle81_Dhyper_28,5.1506977,LinearRank,0.08953529,496.1664,0.151455,0.16137086,0.056131184,0.19667777,0.091512725,0.16619901,0.17513835,Tournament,Tournament,NoElitism
tcycle81_Dhyper_29,7.998577,Threshold,0.052938204,381.58603,0.07810796,0.3233438,0.0021200874,0.37873456,0.006882936,0.015199596,0.22299887,LinearRank,Tournament,NoElitism
tcycle81_Dhyper_30,9.732072,NonlinearRank,0.35382658,25.721298,0.05907493,0.0970915,0.19403033,0.25381348,0.03235536,0.22929935,0.14512065,Threshold,Tournament,NoElitism
tcycle81_Dhyper_4,2.4911478,LinearRank,0.3298479,81.91256,0.2561221,0.011637161,0.08783918,0.15513188,0.120253064,0.015776,0.34193072,Roulette,Threshold,NoElitism
tcycle81_Dhyper_5,9.726777,Tournament,0.06535672,53.895844,0.005366849,0.019606028,0.2265446,0.33453238,0.13003874,0.10071638,0.18953487,Threshold,Tournament,NoElitism
tcycle81_Dhyper_6,9.745845,Threshold,0.06388298,40.486294,0.20574237,0.089067936,0.14352848,0.12937523,0.14472015,0.22824243,0.057905123,Threshold,Tournament,NoElitism
tcycle81_Dhyper_7,2.3710966,Threshold,0.02265816,85.104416,0.31471094,0.011827561,0.038161587,0.15382852,0.03860992,0.14697234,0.31424272,NonlinearRank,Threshold,NoElitism
tcycle81_Dhyper_8,7.0006456,Tournament,0.1567293,409.01437,0.04939266,0.24056152,0.010795273,0.2210378,0.11725575,0.12337912,0.2331935,NonlinearRank,NonlinearRank,Elitism
tcycle81_Dhyper_9,2.2313588,Threshold,0.16512632,68.84795,0.22047785,0.034230143,0.08386226,0.22370222,0.14852215,0.23564978,0.054468334,NonlinearRank,Threshold,NoElitism
term105_1,7.207838,LinearRank,0.22836854,77.01044,0.050806843,0.23871778,0.073420756,0.21614698,0.05563096,0.19512843,0.17466107,Threshold,Roulette,SteadyState
term105_10,9.8657465,Threshold,0.17558777,30.836823,0.08607324,0.18378268,0.19699083,0.14967553,0.025769543,0.18000695,0.17998493,Tournament,Roulette,SteadyState
term105_2,9.7632675,Threshold,0.14980838,31.691723,0.16142985,0.2115873,0.0021450373,0.1265464,0.11048761,0.18631709,0.20490634,Threshold,Roulette,SteadyState
term105_3,8.080929,Threshold,0.37449193,68.72922,0.22660552,0.24823329,0.096926786,0.2219765,0.11863209,0.021899944,0.05951144,Tournament,Threshold,SteadyState
term105_4,8.959361,Tournament,0.08257503,84.129196,0.01850508,0.25025553,0.09788849,0.23378456,0.052494645,0.29049912,0.069867864,Tournament,Roulette,SteadyState
term105_5,8.976694,Threshold,0.08350014,54.502407,0.17223169,0.2033045,0.06183025,0.16239953,0.08603175,0.11056802,0.20990884,Threshold,Threshold,SteadyState
term105_7,8.07359,Tournament,0.29852226,77.257545,9.068072e-05,0.06595985,0.18430129,0.08198554,0.07976094,0.18290797,0.392239,Threshold,Roulette,SteadyState
term105_8,8.042235,Threshold,0.35540938,51.66484,0.016137326,0.33431512,0.0004122509,0.33852845,0.030307138,0.040599816,0.25126627,Threshold,Roulette,SteadyState
term125_1,10.007962,Roulette,0.16809548,65.13462,0.23108922,0.17021564,0.096529186,0.25685883,0.06558315,0.047625255,0.15040576,Tournament,Roulette,SteadyState
term125_10,9.970229,NonlinearRank,0.11729683,40.692776,0.020157933,0.07829954,0.061968613,0.1787345,0.16110536,0.25224265,0.24033825,Tournament,Roulette,SteadyState
term125_2,9.980598,Roulette,0.021613996,47.046013,0.0011629441,0.004128356,0.12016077,0.1813846,0.22851072,0.0922414,0.3556036,Tournament,Threshold,SteadyState
term125_3,9.984189,LinearRank,0.2123063,73.81382,0.0026717938,0.114392705,0.21862537,0.27156767,0.13073057,0.20557353,0.059641846,Threshold,Roulette,SteadyState
term125_4,9.847518,Roulette,0.066100165,67.19714,0.055848338,0.19162412,0.19016442,0.18214394,0.1711444,0.039472893,0.16588116,Threshold,Threshold,SteadyState
term125_5,9.988467,Tournament,0.08056705,63.499447,0.022511391,0.07640271,0.11691327,0.2646312,0.04564666,0.24967155,0.23749174,Threshold,Roulette,SteadyState
term125_7,9.997635,Tournament,0.24618077,69.99596,0.0012856834,0.2616115,0.07078788,0.24873565,0.09210828,0.31276047,0.023023535,Threshold,Threshold,SteadyState
term125_8,10.006662,Roulette,0.11765161,89.973274,0.040127996,0.09167312,0.05439522,0.2346441,0.1833371,0.18865925,0.1965691,Tournament,Roulette,SteadyState
term125_9,9.053941,LinearRank,0.099754006,54.392616,0.060588803,0.1067394,0.060765803,0.28254354,0.1700205,0.14060198,0.17492908,Tournament,Roulette,SteadyState
term45_1,8.901868,Tournament,0.05523681,74.63224,0.054026928,0.011011454,0.13449657,0.23010384,0.119362496,0.18192916,0.26480165,Tournament,Roulette,SteadyState
term45_10,5.192365,Threshold,0.06307542,156.04424,0.25404823,0.07105777,0.056735247,0.1994581,0.045543887,0.22655772,0.16103277,Tournament,Tournament,SteadyState
term45_3,9.908394,Tournament,0.027136752,61.333908,0.1749805,0.047154337,0.17319502,0.13690487,0.1419202,0.21590528,0.10002034,Threshold,Roulette,SteadyState
term45_4,8.984627,LinearRank,0.06703632,33.401672,0.018563803,0.3230003,0.2232262,0.039768025,0.2129555,-0.00040294914,0.18193358,Threshold,Tournament,SteadyState
term45_6,9.910749,Threshold,0.221713,26.085072,0.18674596,0.16397583,0.110359594,0.05528042,0.14154623,0.13441369,0.20459403,Tournament,Threshold,SteadyState
term45_7,6.984122,LinearRank,0.12410512,28.824492,0.1476915,0.1809825,0.11702188,0.18154497,0.061404787,0.15127595,0.16431358,Threshold,Tournament,SteadyState
term45_8,7.102752,Threshold,0.26013476,21.710936,0.18918426,0.25690252,0.20863785,0.16873051,0.0118937325,-0.00058922736,0.1829009,Tournament,Tournament,SteadyState
term45_9,7.9772563,Threshold,0.33439717,185.71884,0.16397229,0.25856814,0.19238913,0.12801646,0.00926861,0.24223498,0.022847686,Tournament,Tournament,SteadyState
term75_2,9.984229,Tournament,0.2991879,25.25574,0.16844718,0.1857519,0.18693659,0.083152354,0.1295271,0.1743193,0.0708167,Tournament,Threshold,SteadyState
term75_3,9.982556,LinearRank,0.3297569,32.14537,0.26824683,0.11916386,0.091829,0.14380802,0.23308821,0.12263091,0.0069301985,Threshold,Roulette,SteadyState
term75_4,9.966985,Threshold,0.077984706,28.498575,0.20970926,0.20795733,0.10705564,0.14126256,0.082566634,0.07904061,0.17681512,Threshold,Threshold,SteadyState
term75_5,9.995591,Threshold,0.041264836,85.6306,0.16237693,0.18694441,0.20845163,0.18105346,0.17469384,-0.000250875,0.09008553,Tournament,Threshold,SteadyState
